Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction).1,X#2 (molar fraction).1,"Temperature, K","Density, g/cm^3",Reference (DOI)
methyltriphenylphosphonium bromide,glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.2,0.8,363.15,1.2423,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.2,0.8,363.15,1.2423,doi:10.1002/aic.18095
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,298.15,1.2422,doi:10.1002/aic.18095
ammonium thiocyanate,glycerol,C(#N)[S-].[NH4+],C(C(CO)O)O,0.25,0.75,313.15,1.2422,doi:10.1002/aic.18095
l-alanine,l-lactic acid,CC(C(=O)O)N,CC(C(=O)O)O,0.5,0.5,358.15,1.242,10.1016/j.jcou.2022.102217
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.05,0.95,293,1.242,10.1021/sc500439w
choline chloride,"2,2,2-trifluoroacetamide",C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,0.333,0.667,308.1,1.242,doi:10.1002/aic.18095
alanine,lactic  acid,CC(C(=O)O)N,CC(C(=O)O)O,0.5,0.5,358.15,1.242,doi:10.1002/aic.18095
choline chloride,d-fructose,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O,0.667,0.333,358.15,1.2419,10.1016/j.tca.2012.04.030
choline chloride,glycolic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O,0.25,0.75,348.08,1.2419,doi:10.1002/aic.18095
tetraethylammonium bromide,benzilic acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,303.15,1.2414,10.1016/j.molliq.2021.118393
tetraethylammonium  bromide,benzilic  acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,303.15,1.2414,doi:10.1002/aic.18095
choline chloride,dl-malic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.5,0.5,353.2,1.2414,10.1016/j.jct.2021.106713
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.714,0.286,318.11,1.2412,doi:10.1002/aic.18095
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,323.15,1.241,10.1021/acssuschemeng.5b00619
choline chloride,oxalic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,323.15,1.241,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,oxalic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,323.15,1.241,doi:10.1002/aic.18095
potassium carbonate,ethylene glycol,C(=O)([O-])[O-].[K+].[K+],C(CO)O,0.083,0.833,293.15,1.2409,10.1016/j.jct.2017.11.008
l-proline,dl-lactic acid,C1CC(NC1)C(=O)O,CC(C(=O)O)O,0.5,0.5,328.15,1.2405,10.1016/j.jct.2018.12.017
1-ethyl-1-methylpyrrolidinium bromide,"1,6-hexanediol",CC[N+]1(CCCC1)C.[Br-],C(CCCO)CCO,0.333,0.667,313.15,1.2404,10.1016/j.ctta.2022.100088
choline chloride,dl-malic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.6,0.4,293.2,1.2402,10.1016/j.molliq.2017.04.052
choline chloride,urea,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,0.333,0.667,313.15,1.24,10.1016/j.jct.2021.106713
betaine,2-chlorobenzoic acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)Cl,0.4,0.6,373.15,1.24,10.1039/C4RA10628H
betaine,glycolic acid,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O,0.333,0.667,333.15,1.24,10.1016/j.molliq.2018.02.049
betaine,oxalic acid,C[N+](C)(C)CC(=O)[O-],C(=O)(C(=O)O)O,0.333,0.476,348.15,1.24,10.1016/j.molliq.2022.119392
betaine,glycolic  acid,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O,0.333,0.667,333.15,1.24,doi:10.1002/aic.18095
"n,n-diethylethanolammonium  chloride","2,2,2-trifluoroacetamide",CC(C)(C)NCCO.Cl,C(=O)(C(F)(F)F)N,0.333,0.667,358.14,1.2399,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,313.15,1.2398,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,313.15,1.2398,doi:10.1002/aic.18095
ammonium thiocyanate,glycerol,C(#N)[S-].[NH4+],C(C(CO)O)O,0.333,0.667,313.15,1.2398,doi:10.1002/aic.18095
choline chloride,glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,303.15,1.2397,10.1016/j.tca.2016.11.008
l-alanine,l-lactic acid,CC(C(=O)O)N,CC(C(=O)O)O,0.125,0.875,308.15,1.2396,10.1016/j.jcou.2022.102217
l-(+)-lactic  acid,l-alanine,CC(C(=O)O)O,CC(C(=O)O)N,0.875,0.125,308.15,1.2396,doi:10.1002/aic.18095
choline chloride,p-toluenesulfonic acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,303.15,1.2396,10.1016/j.molliq.2019.01.053
choline chloride,p-toluenesulfonic  acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,303.15,1.2396,doi:10.1002/aic.18095
choline chloride,ninhydrin,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,0.571,0.429,333.15,1.2395,10.1016/j.jct.2021.106713
ammonium thiocyanate,glycerol,C(#N)[S-].[NH4+],C(C(CO)O)O,0.4,0.6,313.15,1.2391,doi:10.1002/aic.18095
l-alanine,l-lactic acid,CC(C(=O)O)N,CC(C(=O)O)O,0.5,0.5,363.15,1.239,10.1016/j.jcou.2022.102217
alanine,lactic  acid,CC(C(=O)O)N,CC(C(=O)O)O,0.5,0.5,363.15,1.239,doi:10.1002/aic.18095
tetraethylammonium bromide,benzilic acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,308.15,1.2387,10.1016/j.molliq.2021.118393
tetraethylammonium  bromide,benzilic  acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,308.15,1.2387,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.2,0.8,368.15,1.2385,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,glycerol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,0.2,0.8,368.15,1.2385,doi:10.1002/aic.18095
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,328.15,1.238,10.1021/sc500439w
choline chloride,dl-tartaric acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)(C(=O)O)O,0.667,0.333,333.2,1.238,10.1021/sc500439w
choline chloride,oxalic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,328.15,1.238,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,oxalic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,328.15,1.238,doi:10.1002/aic.18095
choline chloride,d-fructose,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O,0.714,0.286,338.15,1.2379,api.semanticscholar.org/CorpusID:92513446
potassium carbonate,ethylene glycol,C(=O)([O-])[O-].[K+].[K+],C(CO)O,0.083,0.833,298.15,1.2376,10.1016/j.jct.2017.11.008
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,303.15,1.2371,10.1016/j.jct.2021.106713
choline chloride,maleic acid,C[N+](C)(C)CCO.[Cl-],C(=CC(=O)O)C(=O)O,0.5,0.5,303.2,1.2371,10.1016/j.molliq.2017.04.052
choline chloride,oxalic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,303.15,1.2371,doi:10.1002/aic.18095
l-proline,dl-lactic acid,C1CC(NC1)C(=O)O,CC(C(=O)O)O,0.5,0.5,333.15,1.237,10.1016/j.jct.2018.12.017
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,308.19,1.237,doi:10.1002/aic.18095
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.6,0.4,358.02,1.2366,doi:10.1002/aic.18095
choline chloride,p-toluenesulfonic acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,308.15,1.2364,10.1016/j.tca.2012.04.030
choline chloride,p-toluenesulfonic  acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,308.15,1.2364,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,318.15,1.2363,10.1016/j.fluid.2013.06.050
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,318.15,1.2363,doi:10.1002/aic.18095
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.714,0.286,328.15,1.2363,doi:10.1002/aic.18095
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,343.2,1.2356,10.1016/j.molliq.2019.01.053
l-alanine,l-lactic acid,CC(C(=O)O)N,CC(C(=O)O)O,0.125,0.875,313.15,1.2355,10.1016/j.jcou.2022.102217
l-(+)-lactic  acid,l-alanine,CC(C(=O)O)O,CC(C(=O)O)N,0.875,0.125,313.15,1.2355,doi:10.1002/aic.18095
tetraethylammonium bromide,benzilic acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,313.15,1.2352,10.1016/j.molliq.2021.118393
tetraethylammonium  bromide,benzilic  acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,313.15,1.2352,doi:10.1002/aic.18095
choline chloride,glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,313.15,1.2346,10.1016/j.jct.2021.106713
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,293.15,1.2345,10.1021/sc500439w
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,293.15,1.2345,doi:10.1002/aic.18095
choline chloride,dl-malic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.6,0.4,303.2,1.2344,10.1021/sc500439w
choline chloride,"2,2,2-trifluoroacetamide",C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,0.333,0.667,318.14,1.2344,doi:10.1002/aic.18095
potassium carbonate,ethylene glycol,C(=O)([O-])[O-].[K+].[K+],C(CO)O,0.083,0.833,303.15,1.2343,10.1016/j.jct.2017.11.008
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.1,0.9,293,1.234,10.1080/01496395.2016.1247864
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,293.15,1.234,10.1016/j.jiec.2022.04.015
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,333.15,1.234,10.1016/j.molliq.2017.04.052
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,293.15,1.234,doi:10.1002/aic.18095
choline chloride,oxalic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,333.15,1.234,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,oxalic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,333.15,1.234,doi:10.1002/aic.18095
l-proline,dl-lactic acid,C1CC(NC1)C(=O)O,CC(C(=O)O)O,0.5,0.5,338.15,1.2336,10.1016/j.jct.2018.12.017
choline chloride,p-toluenesulfonic acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,313.15,1.2333,10.1016/j.foodchem.2022.134054
choline chloride,p-toluenesulfonic  acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,313.15,1.2333,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.2,0.8,298.15,1.233,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.2,0.8,298.15,1.233,doi:10.1002/aic.18095
choline chloride,dl-tartaric acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)(C(=O)O)O,0.667,0.333,343.2,1.2327,10.1016/j.molliq.2016.01.038
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.2,0.8,298.15,1.2326,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.2,0.8,298.15,1.2326,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,323.15,1.2324,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,323.15,1.2324,doi:10.1002/aic.18095
choline chloride,d-fructose,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O,0.714,0.286,348.15,1.2324,10.1016/j.molliq.2016.01.038
benzyltriphenylphosphonium chloride,glycerol,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,0.077,0.923,303.15,1.2324,doi:10.1002/aic.18095
benzyltriphenylphosphonium  chloride,glycerol,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O,0.077,0.923,303.15,1.2324,doi:10.1002/aic.18095
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,318.11,1.2321,doi:10.1002/aic.18095
licl,urea,[Li+].[Cl-],C(=O)(N)N,0.151,0.566,303.15,1.232,10.1016/j.jct.2018.10.003
tetraethylammonium bromide,benzilic acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,318.15,1.2317,10.1016/j.molliq.2021.118393
tetraethylammonium  bromide,benzilic  acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,318.15,1.2317,doi:10.1002/aic.18095
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,298.15,1.2317,doi:10.1002/aic.18095
"n,n-diethylethanolammonium  chloride","2,2,2-trifluoroacetamide",CC(C)(C)NCCO.Cl,C(=O)(C(F)(F)F)N,0.333,0.667,368.18,1.2315,doi:10.1002/aic.18095
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,298.15,1.2314,10.1016/j.fluid.2013.06.050
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,298.15,1.2314,doi:10.1002/aic.18095
choline chloride,maleic acid,C[N+](C)(C)CCO.[Cl-],C(=CC(=O)O)C(=O)O,0.5,0.5,313.2,1.2313,10.1016/j.tca.2016.11.008
choline chloride,urea,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,0.286,0.714,293.15,1.2311,doi:10.1002/aic.18095
potassium carbonate,ethylene glycol,C(=O)([O-])[O-].[K+].[K+],C(CO)O,0.083,0.833,308.15,1.231,10.1016/j.jct.2017.11.008
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,298.15,1.231,10.1016/j.jct.2021.106713
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,338.15,1.231,10.1016/j.jct.2021.106713
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.714,0.286,338.19,1.231,doi:10.1002/aic.18095
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,298.15,1.231,doi:10.1002/aic.18095
choline chloride,oxalic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,338.15,1.231,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,oxalic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,338.15,1.231,doi:10.1002/aic.18095
lactic  acid,alanine,CC(C(=O)O)O,CC(C(=O)O)N,0.9,0.1,297.02,1.2309,doi:10.1002/aic.18095
l-proline,dl-lactic acid,C1CC(NC1)C(=O)O,CC(C(=O)O)O,0.5,0.5,343.15,1.2301,10.1016/j.jct.2018.12.017
iron(3+) trichloride,tetradecyltrimethylammonium bromide,[Cl-].[Cl-].[Cl-].[Fe+3],CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,298,1.23,10.1016/j.cep.2015.04.001
choline chloride,d-xylose,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.667,0.333,296.15,1.23,10.1016/j.tca.2012.04.030
choline chloride,d-xylose,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.75,0.25,296.15,1.23,10.1016/j.jct.2021.106713
choline chloride,citric acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.5,0.5,298.15,1.23,10.1021/sc500439w
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.2,0.2,298.15,1.23,10.1021/sc500439w
choline chloride,dl-malic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.078,0.078,303.15,1.23,10.1021/acssuschemeng.8b05072
choline chloride,p-toluenesulfonic acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,318.15,1.23,10.1016/j.molliq.2019.01.053
choline chloride,DL-Xylose,C[N+](C)(C)CCO.[Cl-],C(C(C(C(C=O)O)O)O)O,0.667,0.333,296.15,1.23,doi:10.1002/aic.18095
choline chloride,p-toluenesulfonic  acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,318.15,1.23,doi:10.1002/aic.18095
betaine,2-furoic acid,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O,0.333,0.667,338.15,1.23,10.1016/j.jct.2018.12.017
betaine,4-chloro benzoic acid,C[N+](C)(C)CC(=O)[O-],C1=CC(=CC=C1C(=O)O)Cl,0.4,0.6,363.15,1.23,10.1039/C4RA10628H
betaine,glycolic acid,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O,0.333,0.667,348.15,1.23,10.1039/C4RA10628H
betaine,2-chloro benzoic  acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)Cl,0.4,0.6,363.15,1.23,doi:10.1002/aic.18095
betaine,2-furoic  acid,C[N+](C)(C)CC(=O)[O-],C1=COC(=C1)C(=O)O,0.333,0.667,338.15,1.23,doi:10.1002/aic.18095
betaine,4-chloro benzoic  acid,C[N+](C)(C)CC(=O)[O-],C1=CC(=CC=C1C(=O)O)Cl,0.4,0.6,363.15,1.23,doi:10.1002/aic.18095
betaine,glycolic  acid,C[N+](C)(C)CC(=O)[O-],C(C(=O)O)O,0.333,0.667,348.15,1.23,doi:10.1002/aic.18095
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.25,0.75,298.15,1.2299,10.1016/j.molliq.2017.04.052
choline chloride,glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,323.15,1.2294,10.1016/j.jct.2021.106713
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,328.15,1.2293,10.1016/j.fluid.2013.06.050
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,328.15,1.2293,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.2,0.8,303.15,1.229,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.2,0.8,303.15,1.229,doi:10.1002/aic.18095
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,353.2,1.2287,10.1016/j.molliq.2019.01.053
choline chloride,dl-malic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.6,0.4,313.2,1.2287,10.1016/j.jct.2021.106713
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,303.15,1.2283,10.1016/j.biortech.2020.122897
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,303.15,1.2283,doi:10.1002/aic.18095
tetraethylammonium bromide,benzilic acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,323.15,1.2281,10.1016/j.fluid.2020.112752
tetraethylammonium  bromide,benzilic  acid,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,323.15,1.2281,doi:10.1002/aic.18095
choline chloride,p-toluene sulfonic acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.604,318.15,1.2281,10.1016/j.tca.2016.11.008
choline chloride,"2,2,2-trifluoroacetamide",C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,0.333,0.667,328.18,1.2281,doi:10.1002/aic.18095
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,303.15,1.228,10.1021/sc500439w
choline chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,343.15,1.228,10.1021/sc500439w
choline chloride,malonic  acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,303.15,1.228,doi:10.1002/aic.18095
choline chloride,oxalic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,343.15,1.228,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,oxalic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O,0.5,0.5,343.15,1.228,doi:10.1002/aic.18095
potassium carbonate,ethylene glycol,C(=O)([O-])[O-].[K+].[K+],C(CO)O,0.083,0.833,313.15,1.2277,10.1016/j.jct.2017.11.008
choline chloride,dl-tartaric acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)(C(=O)O)O,0.667,0.333,353.2,1.2273,10.1016/j.molliq.2017.04.052
tetrapropylammonium bromide,chloroacetic acid,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(=O)O)Cl,0.333,0.667,293.15,1.2271,10.1016/j.molliq.2021.118393
ethylammonium chloride,glycerol,CCN.Cl,C(C(CO)O)O,0.167,0.833,293.2,1.2269,10.1021/acssuschemeng.9b01102
choline chloride,d-fructose,C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)(CO)O)O)O)O,0.714,0.286,358.15,1.2269,10.1016/j.jiec.2022.04.015
choline chloride,d-glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.667,0.333,328.15,1.2269,doi:10.1002/aic.18095
choline chloride,p-toluenesulfonic acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,323.15,1.2268,10.1016/j.jct.2021.106713
choline chloride,p-toluenesulfonic  acid,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O,0.333,0.667,323.15,1.2268,doi:10.1002/aic.18095
choline chloride,malonic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,0.5,0.5,293.2,1.2267,10.1016/j.molliq.2019.01.053
methyltriphenylphosphonium bromide,ethylene glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,333.15,1.226,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,ethylene  glycol,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O,0.25,0.75,333.15,1.226,doi:10.1002/aic.18095
