Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction),X#2 (molar fraction),"DES melting temperature, K",Reference (DOI),T#1,T#2
2-hydroxyethyl(trimethyl)azanium;chloride,"(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.107,0.893,431.45,10.1021/acssuschemeng.8b02042,578.15,462.05
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.8,0.2,431.68,10.1021/acs.iecr.8b01249,578.15,428.56
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.596,0.404,433.78,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.747,0.253,433.921,10.1021/acssuschemeng.0c05518,578.15,260.6
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.749,0.251,434.82,10.1021/acs.iecr.8b01249,578.15,289.95
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)(C(=O)O)O,0.801,0.199,435.52,10.1021/acs.iecr.8b01249,578.15,479.15
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.652,0.348,438.48,10.1021/acs.iecr.7b02382,578.15,336.8
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,0.697,0.303,438.7,10.1002/cssc.202001331,578.15,432.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3s,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.7,0.3,438.88,10.1021/acssuschemeng.8b02042,578.15,406.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3r,4s,5r)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.699,0.301,439.22,10.1021/acssuschemeng.8b02042,578.15,423
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.749,0.251,441.62,10.1021/acs.iecr.8b01249,578.15,404.3
2-hydroxyethyl(trimethyl)azanium;chloride,"(2s,3r)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],C(C(C(CO)O)O)O,0.688,0.312,442.825,10.1021/acssuschemeng.0c05518,578.15,394.7
2-hydroxyethyl(trimethyl)azanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.695,0.305,443.15,10.1016/j.fluid.2019.06.005,578.15,350.4
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.673,0.327,443.48,10.1021/acs.iecr.7b02382,578.15,336.8
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.65,0.35,443.85,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.711,0.289,443.85,10.1021/acs.iecr.7b02382,578.15,311.7
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.691,0.309,444.35,10.1021/acs.iecr.7b02382,578.15,317.5
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O,0.75,0.25,444.45,10.1021/acs.iecr.8b01249,578.15,370.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O,0.75,0.25,450.18,10.1021/acs.iecr.8b01249,578.15,350.8
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)OC1=CC=CC=C1C(=O)O,0.595,0.405,450.78,10.1016/j.fluid.2019.06.005,578.15,414
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.745,0.255,451.33,10.1021/acs.iecr.7b02382,578.15,327
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.808,0.192,451.65,10.1021/acs.iecr.7b02382,578.15,324.4
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.761,0.239,453.7,10.1021/acs.iecr.7b02382,578.15,304.8
2-hydroxyethyl(trimethyl)azanium;chloride,"(2s,3r)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],C(C(C(CO)O)O)O,0.7,0.3,453.812,10.1021/acssuschemeng.0c05518,578.15,394.7
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.742,0.258,456.58,10.1021/acs.iecr.7b02382,578.15,311.7
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.8,0.2,456.75,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.794,0.206,457.838,10.1021/acssuschemeng.0c05518,578.15,291.22
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.798,0.202,460.15,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,n-(4-hydroxyphenyl)acetamide,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,0.794,0.206,461.02,10.1016/j.fluid.2019.06.005,578.15,443
2-hydroxyethyl(trimethyl)azanium;chloride,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CCO.[Cl-],CC1CCC(C(C1)O)C(C)C,0.8,0.2,463.4,10.1002/cssc.202001331,578.15,315.7
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.695,0.305,463.58,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.803,0.197,463.656,10.1021/acssuschemeng.0c05518,578.15,260.6
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-benzoylphenyl)propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.695,0.305,465.85,10.1016/j.fluid.2019.06.005,578.15,368
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.799,0.201,466.85,10.1021/acs.iecr.8b01249,578.15,289.95
2-hydroxyethyl(trimethyl)azanium;chloride,"(1r,4r)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CCO.[Cl-],CC1(C2CCC1(C(=O)C2)C)C,0.802,0.198,468.3,10.1002/cssc.202001331,578.15,449.65
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)(C(=O)O)O,0.849,0.151,471.75,10.1021/acs.iecr.8b01249,578.15,479.15
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.748,0.252,473.4,10.1021/acs.iecr.7b02382,578.15,317.5
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.786,0.214,473.55,10.1021/acs.iecr.7b02382,578.15,304.8
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.75,0.25,473.58,10.1021/acs.iecr.7b02382,578.15,336.8
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.799,0.201,474.48,10.1021/acs.iecr.8b01249,578.15,404.3
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O,0.799,0.201,475.42,10.1021/acs.iecr.8b01249,578.15,370.9
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.792,0.208,475.83,10.1021/acs.iecr.7b02382,578.15,327
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.85,0.15,477.25,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,"(2s,3r)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],C(C(C(CO)O)O)O,0.748,0.252,477.354,10.1021/acssuschemeng.0c05518,578.15,394.7
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O,0.796,0.204,477.55,10.1021/acs.iecr.8b01249,578.15,350.8
2-hydroxyethyl(trimethyl)azanium;chloride,"(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.8,0.2,477.88,10.1021/acssuschemeng.8b02042,578.15,462.05
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.849,0.151,478.98,10.1021/acs.iecr.8b01249,578.15,428.56
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.841,0.159,480.75,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=C(C=C1)C(C)C)O,0.801,0.199,482,10.1002/cssc.202001331,578.15,323.5
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.796,0.204,483.52,10.1021/acs.iecr.7b02382,578.15,311.7
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.792,0.208,483.78,10.1021/acs.iecr.7b02382,578.15,317.5
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.746,0.254,483.82,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,"(2r,3r,4r,5s)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],C(C(C(C(C(CO)O)O)O)O)O,0.798,0.202,486.864,10.1021/acssuschemeng.0c08288,578.15,365.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3r,4s,5r)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.799,0.201,487.45,10.1021/acssuschemeng.8b02042,578.15,423
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.86,0.14,488.25,10.1021/acs.iecr.7b02382,578.15,324.4
2-hydroxyethyl(trimethyl)azanium;chloride,"(3r,4s,5s)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.801,0.199,492.65,10.1021/acssuschemeng.8b02042,578.15,429.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(2s,4r)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CCO.[Cl-],C(C(C(C(CO)O)O)O)O,0.8,0.2,492.92,10.3390/app11041601,578.15,367.15
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.787,0.213,493.68,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,"(2r,3r,4r,5s)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],C(C(C(C(C(CO)O)O)O)O)O,0.813,0.187,494.28,10.1021/acssuschemeng.0c08288,578.15,365.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(2s,3r)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],C(C(C(CO)O)O)O,0.798,0.202,494.619,10.1021/acssuschemeng.0c05518,578.15,394.7
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.835,0.165,494.78,10.1021/acs.iecr.7b02382,578.15,311.7
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.849,0.151,495.374,10.1021/acssuschemeng.0c05518,578.15,260.6
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)OC1=CC=CC=C1C(=O)O,0.696,0.304,495.55,10.1016/j.fluid.2019.06.005,578.15,414
2-hydroxyethyl(trimethyl)azanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.797,0.203,495.92,10.1016/j.fluid.2019.06.005,578.15,350.4
2-hydroxyethyl(trimethyl)azanium;chloride,"(3s,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.798,0.202,496.65,10.1021/acssuschemeng.8b02042,578.15,406.15
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.852,0.148,498.378,10.1021/acssuschemeng.0c05518,578.15,291.22
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.85,0.15,499.8,10.1021/acs.iecr.7b02382,578.15,304.8
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-benzoylphenyl)propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.789,0.211,500.92,10.1016/j.fluid.2019.06.005,578.15,368
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.847,0.153,501.55,10.1021/acs.iecr.8b01249,578.15,289.95
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.803,0.197,502.18,10.1021/acs.iecr.7b02382,578.15,336.8
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.844,0.156,504.25,10.1021/acs.iecr.7b02382,578.15,327
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O,0.85,0.15,504.28,10.1021/acs.iecr.8b01249,578.15,370.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O,0.848,0.152,504.58,10.1021/acs.iecr.8b01249,578.15,350.8
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.849,0.151,505.68,10.1021/acs.iecr.8b01249,578.15,404.3
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.84,0.16,505.7,10.1021/acs.iecr.7b02382,578.15,317.5
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,0.794,0.206,505.7,10.1002/cssc.202001331,578.15,432.15
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.888,0.112,508.55,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.901,0.099,510.18,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.899,0.101,512.35,10.1021/acs.iecr.8b01249,578.15,428.56
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.898,0.102,513.25,10.1021/acs.iecr.7b02382,578.15,324.4
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.877,0.123,513.35,10.1021/acs.iecr.7b02382,578.15,317.5
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)(C(=O)O)O,0.9,0.1,514.45,10.1021/acs.iecr.8b01249,578.15,479.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(1r,4r)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CCO.[Cl-],CC1(C2CCC1(C(=O)C2)C)C,0.898,0.102,516.9,10.1002/cssc.202001331,578.15,449.65
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.85,0.15,517.95,10.1021/acs.iecr.7b02382,578.15,336.8
2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CCO.[Cl-],CC1=CC(=C(C=C1)C(C)C)O,0.9,0.1,518,10.1002/cssc.202001331,578.15,323.5
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.893,0.107,520.08,10.1021/acs.iecr.7b02382,578.15,311.7
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.896,0.104,520.95,10.1021/acs.iecr.7b02382,578.15,304.8
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.906,0.094,522.703,10.1021/acssuschemeng.0c05518,578.15,291.22
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.844,0.156,523.92,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)OC1=CC=CC=C1C(=O)O,0.8,0.2,527.48,10.1016/j.fluid.2019.06.005,578.15,414
2-hydroxyethyl(trimethyl)azanium;chloride,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CCO.[Cl-],CC1CCC(C(C1)O)C(C)C,0.9,0.1,529.3,10.1002/cssc.202001331,578.15,315.7
2-hydroxyethyl(trimethyl)azanium;chloride,"(2r,3r,4r,5s)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],C(C(C(C(C(CO)O)O)O)O)O,0.896,0.104,531.356,10.1021/acssuschemeng.0c08288,578.15,365.15
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)O,0.899,0.101,532.58,10.1021/acs.iecr.8b01249,578.15,350.8
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.901,0.099,533.04,10.1021/acssuschemeng.0c05518,578.15,260.6
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.944,0.056,536.25,10.1021/acs.iecr.7b02382,578.15,324.4
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.9,0.1,536.7,10.1021/acs.iecr.7b02382,578.15,327
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.896,0.104,537.15,10.1021/acs.iecr.8b01249,578.15,289.95
2-hydroxyethyl(trimethyl)azanium;chloride,n-(4-hydroxyphenyl)acetamide,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,0.893,0.107,537.55,10.1016/j.fluid.2019.06.005,578.15,443
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.9,0.1,538.38,10.1021/acs.iecr.8b01249,578.15,404.3
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.895,0.105,539.52,10.1021/acs.iecr.7b02382,578.15,336.8
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O,0.898,0.102,539.75,10.1021/acs.iecr.8b01249,578.15,370.9
2-hydroxyethyl(trimethyl)azanium;chloride,"(3r,4s,5s)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.9,0.1,539.75,10.1021/acssuschemeng.8b02042,578.15,429.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3r,4s,5r)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C1C(C(C(C(O1)O)O)O)O,0.896,0.104,540.15,10.1021/acssuschemeng.8b02042,578.15,423
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.939,0.061,541.55,10.1021/acs.iecr.7b02382,578.15,332.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-benzoylphenyl)propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.881,0.119,541.85,10.1016/j.fluid.2019.06.005,578.15,368
2-hydroxyethyl(trimethyl)azanium;chloride,"(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.9,0.1,541.95,10.1021/acssuschemeng.8b02042,578.15,462.05
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.896,0.104,543.68,10.1021/acs.iecr.7b02382,578.15,343.67
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.938,0.062,543.95,10.1021/acs.iecr.7b02382,578.15,304.8
2-hydroxyethyl(trimethyl)azanium;chloride,"(2s,3r)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],C(C(C(CO)O)O)O,0.904,0.096,544.843,10.1021/acssuschemeng.0c05518,578.15,394.7
2-hydroxyethyl(trimethyl)azanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.895,0.105,547.62,10.1016/j.fluid.2019.06.005,578.15,350.4
2-hydroxyethyl(trimethyl)azanium;chloride,"(3s,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.9,0.1,547.75,10.1021/acssuschemeng.8b02042,578.15,406.15
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.953,0.047,548.53,10.1021/acs.iecr.7b02382,578.15,317.5
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.956,0.044,549.054,10.1021/acssuschemeng.0c05518,578.15,291.22
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,0.896,0.104,550.7,10.1002/cssc.202001331,578.15,432.15
